id,baslik,goruntu,ana_bulgu,etiket_kaynagi,esleme,modlar,hekim_onayi,soru_sayisi,soru_metinleri
auto_nih_00030636_004,Havalı alan opasitesi · AP (ön-arka) grafi #15,nih_00030636_004,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,3,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Havalı alan opasitesi bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir?
auto_nih_00030674_000,Atelektazi · PA (arka-ön) grafi #5,nih_00030674_000,atelectasis,expert_bbox,validated,practice,beklemede,4,PA (arka-ön) grafide görülen ana bulgu hangisidir? | 79 yaşındaki hastanın filminde Atelektazi bulgusunu işaretleyin. | 79 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir? | Atelektaziyi konsolidasyondan ayırmada en yardımcı radyografik bulgu hangisidir?
auto_nlm_montgomery_mcucxr_0104_1,TB sekel · grafi #1,nlm_montgomery_mcucxr_0104_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Kalsifik bir granülom (Ghon odağı) ve kalsifik hiler lenf düğümünün birlikte görülmesi neyi ifade eder?
auto_nlm_montgomery_mcucxr_0113_1,Miliyer patern · grafi #1,nlm_montgomery_mcucxr_0113_1,miliary_pattern,expert_reading,validated,practice|assessment,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Miliyer tüberküloz nasıl yayılır?
auto_nlm_montgomery_mcucxr_0140_1,TB sekel · grafi #2,nlm_montgomery_mcucxr_0140_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,"Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Grafide kalsifik/fibrotik TB sekeli saptanan, asemptomatik bir hastada yaklaşım nasıl olmalıdır?"
auto_nlm_montgomery_mcucxr_0150_1,TB kaviter · grafi #1,nlm_montgomery_mcucxr_0150_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Kaviter TB'nin önemli bir komplikasyonu hangisidir?
auto_nlm_montgomery_mcucxr_0173_1,TB kaviter · grafi #2,nlm_montgomery_mcucxr_0173_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Kaviter tüberkülozun radyografik özelliği hangisidir?
auto_nlm_montgomery_mcucxr_0194_1,TB sekel · grafi #3,nlm_montgomery_mcucxr_0194_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Fibrotik/kalsifik TB sekeli ile aktif TB arasındaki en önemli fark nedir?
auto_nlm_montgomery_mcucxr_0203_1,TB kaviter · grafi #3,nlm_montgomery_mcucxr_0203_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Kaviter tüberkülozlu bir hastanın bulaştırıcılığı açısından en önemli klinik önlem hangisidir?
auto_nlm_montgomery_mcucxr_0228_1,TB kaviter · grafi #4,nlm_montgomery_mcucxr_0228_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,32 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Kaviter TB'nin önemli bir komplikasyonu hangisidir?
auto_nlm_montgomery_mcucxr_0251_1,TB kaviter · grafi #5,nlm_montgomery_mcucxr_0251_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Kaviter tüberkülozlu bir hastanın bulaştırıcılığı açısından en önemli klinik önlem hangisidir?
auto_nlm_montgomery_mcucxr_0253_1,Miliyer patern · grafi #2,nlm_montgomery_mcucxr_0253_1,miliary_pattern,expert_reading,validated,practice|assessment,beklemede,2,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Miliyer TB düşünülen bir hastada hangi ek değerlendirme mutlaka yapılmalıdır?
auto_nlm_montgomery_mcucxr_0264_1,TB kaviter · grafi #6,nlm_montgomery_mcucxr_0264_1,tuberculosis_cavity,expert_reading,educational_mapping,practice,beklemede,2,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Kaviter tüberkülozun radyografik özelliği hangisidir?
auto_nlm_montgomery_mcucxr_0275_1,TB sekel · grafi #4,nlm_montgomery_mcucxr_0275_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,"Bu grafide görülen ana bulgu hangisidir? | Grafide kalsifik/fibrotik TB sekeli saptanan, asemptomatik bir hastada yaklaşım nasıl olmalıdır?"
auto_nlm_montgomery_mcucxr_0282_1,TB sekel · grafi #5,nlm_montgomery_mcucxr_0282_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Kalsifik bir granülom (Ghon odağı) ve kalsifik hiler lenf düğümünün birlikte görülmesi neyi ifade eder?
auto_nlm_montgomery_mcucxr_0289_1,TB kaviter · grafi #7,nlm_montgomery_mcucxr_0289_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Kaviter TB'nin önemli bir komplikasyonu hangisidir?
auto_nlm_montgomery_mcucxr_0294_1,TB sekel · grafi #6,nlm_montgomery_mcucxr_0294_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Fibrotik/kalsifik TB sekeli ile aktif TB arasındaki en önemli fark nedir?
auto_nlm_montgomery_mcucxr_0313_1,TB kaviter · grafi #8,nlm_montgomery_mcucxr_0313_1,tuberculosis_cavity,expert_reading,educational_mapping,practice,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Kaviter tüberkülozun radyografik özelliği hangisidir?
auto_nlm_montgomery_mcucxr_0352_1,TB sekel · grafi #7,nlm_montgomery_mcucxr_0352_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,Bu grafide görülen ana bulgu hangisidir? | Kalsifik bir granülom (Ghon odağı) ve kalsifik hiler lenf düğümünün birlikte görülmesi neyi ifade eder?
auto_nlm_montgomery_mcucxr_0354_1,TB sekel · grafi #8,nlm_montgomery_mcucxr_0354_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,"Bu grafide görülen ana bulgu hangisidir? | Grafide kalsifik/fibrotik TB sekeli saptanan, asemptomatik bir hastada yaklaşım nasıl olmalıdır?"
auto_nlm_montgomery_mcucxr_0367_1,TB kaviter · grafi #9,nlm_montgomery_mcucxr_0367_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Elinizdeki kadın hastanın akciğer grafisinde ana bulgu hangisidir? | Kaviter tüberkülozlu bir hastanın bulaştırıcılığı açısından en önemli klinik önlem hangisidir?
auto_nlm_montgomery_mcucxr_0387_1,TB sekel · grafi #9,nlm_montgomery_mcucxr_0387_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,42 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Fibrotik/kalsifik TB sekeli ile aktif TB arasındaki en önemli fark nedir?
auto_nlm_montgomery_mcucxr_0390_1,TB sekel · grafi #10,nlm_montgomery_mcucxr_0390_1,tuberculosis_fibrosis,expert_reading,validated,practice|assessment,beklemede,2,"52 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Grafide kalsifik/fibrotik TB sekeli saptanan, asemptomatik bir hastada yaklaşım nasıl olmalıdır?"
auto_nlm_montgomery_mcucxr_0399_1,TB kaviter · grafi #10,nlm_montgomery_mcucxr_0399_1,tuberculosis_cavity,expert_reading,validated,practice|assessment,beklemede,2,Elinizdeki kadın hastanın akciğer grafisinde ana bulgu hangisidir? | Kaviter tüberkülozun radyografik özelliği hangisidir?
auto_nlm_shenzhen_chncxr_0002_0,Normal · grafi #1,nlm_shenzhen_chncxr_0002_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Aşağıdakilerden hangisi bu filmin ana bulgusudur?
auto_nlm_shenzhen_chncxr_0003_0,Normal · grafi #2,nlm_shenzhen_chncxr_0003_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0007_0,Normal · grafi #3,nlm_shenzhen_chncxr_0007_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0010_0,Normal · grafi #4,nlm_shenzhen_chncxr_0010_0,normal,expert_reading,validated,practice|assessment,beklemede,1,59 yaşındaki hastanın grafisinde ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0012_0,Normal · grafi #5,nlm_shenzhen_chncxr_0012_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0015_0,Normal · grafi #6,nlm_shenzhen_chncxr_0015_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Elinizdeki kadın hastanın akciğer grafisinde ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0016_0,Normal · grafi #7,nlm_shenzhen_chncxr_0016_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Bu grafide görülen ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0019_0,Normal · grafi #8,nlm_shenzhen_chncxr_0019_0,normal,expert_reading,validated,practice|assessment,beklemede,1,27 yaşındaki hastanın grafisinde ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0022_0,Normal · grafi #9,nlm_shenzhen_chncxr_0022_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Bu grafide görülen ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0024_0,Normal · grafi #10,nlm_shenzhen_chncxr_0024_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0028_0,Normal · grafi #11,nlm_shenzhen_chncxr_0028_0,normal,expert_reading,validated,practice|assessment,beklemede,1,Bu grafide görülen ana bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0327_1,Tüberküloz · grafi #1,nlm_shenzhen_chncxr_0327_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu grafide görülen ana bulgu hangisidir? | TB'ye bağlı üst lob fibrotik/skatrisyel değişikliklerin tipik eşlik eden bulgusu hangisidir?
auto_nlm_shenzhen_chncxr_0328_1,Tüberküloz · grafi #2,nlm_shenzhen_chncxr_0328_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Postprimer (reaktivasyon) tüberkülozda tutulum için en tipik yerleşim hangisidir?
auto_nlm_shenzhen_chncxr_0331_1,Tüberküloz · grafi #3,nlm_shenzhen_chncxr_0331_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Akciğer grafisinde TB düşündüren bulgu saptanan bir hastada tanıyı doğrulamak için ilk basamak hangisidir?
auto_nlm_shenzhen_chncxr_0333_1,Tüberküloz · grafi #4,nlm_shenzhen_chncxr_0333_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Primer tüberkülozda en sık görülen radyografik bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0340_1,Tüberküloz · grafi #5,nlm_shenzhen_chncxr_0340_1,tuberculosis,expert_reading,validated,practice,beklemede,2,34 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Aktif akciğer TB'si düşünülen bir hastada temel bulaş yolu hangisidir?
auto_nlm_shenzhen_chncxr_0344_1,Tüberküloz · grafi #6,nlm_shenzhen_chncxr_0344_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | TB'ye bağlı üst lob fibrotik/skatrisyel değişikliklerin tipik eşlik eden bulgusu hangisidir?
auto_nlm_shenzhen_chncxr_0349_1,Tüberküloz · grafi #7,nlm_shenzhen_chncxr_0349_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Primer tüberkülozda en sık görülen radyografik bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0351_1,Tüberküloz · grafi #8,nlm_shenzhen_chncxr_0351_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Akciğer grafisinde TB düşündüren bulgu saptanan bir hastada tanıyı doğrulamak için ilk basamak hangisidir?
auto_nlm_shenzhen_chncxr_0355_1,Tüberküloz · grafi #9,nlm_shenzhen_chncxr_0355_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Aktif akciğer TB'si düşünülen bir hastada temel bulaş yolu hangisidir?
auto_nlm_shenzhen_chncxr_0361_1,Tüberküloz · grafi #10,nlm_shenzhen_chncxr_0361_1,tuberculosis,expert_reading,validated,practice,beklemede,2,49 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Postprimer (reaktivasyon) tüberkülozda tutulum için en tipik yerleşim hangisidir?
auto_nlm_shenzhen_chncxr_0362_1,Tüberküloz · grafi #11,nlm_shenzhen_chncxr_0362_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Primer tüberkülozda en sık görülen radyografik bulgu hangisidir?
auto_nlm_shenzhen_chncxr_0364_1,Tüberküloz · grafi #12,nlm_shenzhen_chncxr_0364_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Aktif akciğer TB'si düşünülen bir hastada temel bulaş yolu hangisidir?
auto_nlm_shenzhen_chncxr_0372_1,Tüberküloz · grafi #13,nlm_shenzhen_chncxr_0372_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Akciğer grafisinde TB düşündüren bulgu saptanan bir hastada tanıyı doğrulamak için ilk basamak hangisidir?
auto_nlm_shenzhen_chncxr_0375_1,Tüberküloz · grafi #14,nlm_shenzhen_chncxr_0375_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | TB'ye bağlı üst lob fibrotik/skatrisyel değişikliklerin tipik eşlik eden bulgusu hangisidir?
auto_nlm_shenzhen_chncxr_0376_1,Tüberküloz · grafi #15,nlm_shenzhen_chncxr_0376_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Postprimer (reaktivasyon) tüberkülozda tutulum için en tipik yerleşim hangisidir?
auto_nlm_shenzhen_chncxr_0378_1,Tüberküloz · grafi #16,nlm_shenzhen_chncxr_0378_1,tuberculosis,expert_reading,validated,practice,beklemede,2,78 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Aktif akciğer TB'si düşünülen bir hastada temel bulaş yolu hangisidir?
auto_nlm_shenzhen_chncxr_0380_1,Tüberküloz · grafi #17,nlm_shenzhen_chncxr_0380_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Bu grafide görülen ana bulgu hangisidir? | Akciğer grafisinde TB düşündüren bulgu saptanan bir hastada tanıyı doğrulamak için ilk basamak hangisidir?
auto_nlm_shenzhen_chncxr_0381_1,Tüberküloz · grafi #18,nlm_shenzhen_chncxr_0381_1,tuberculosis,expert_reading,validated,practice,beklemede,2,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | TB'ye bağlı üst lob fibrotik/skatrisyel değişikliklerin tipik eşlik eden bulgusu hangisidir?
